Blocks,Age,Faults,Time,Result,Output
6,1,20,212,0.006,0
19,5,0,807,0.601,0
11,9,3,396,0.649,0
19,4,0,757,0.441,0
20,1,0,904,0.077,0
20,3,0,838,0.275,0
19,0,0,857,0.03,0
18,6,0,683,0.892,1
6,2,20,212,0.012,0
19,6,0,807,0.813,1
11,10,3,396,0.784,0
19,5,0,757,0.628,0
20,2,0,904,0.153,0
20,4,0,838,0.42,0
19,1,0,857,0.077,0
19,0,0,717,0.034,0
6,3,20,212,0.022,0
20,0,0,862,0.032,0
11,11,3,396,0.933,1
19,6,0,757,0.849,0
20,3,0,904,0.261,0
20,5,0,838,0.598,0
19,2,0,857,0.155,0
19,1,0,717,0.087,0
6,4,20,212,0.034,0
20,1,0,862,0.079,0
12,0,3,469,0.01,0
19,7,0,757,1.104,1
20,4,0,904,0.399,0
20,6,0,838,0.808,0
19,3,0,857,0.264,0
19,2,0,717,0.175,0
6,5,20,212,0.049,0
20,2,0,862,0.158,0
12,1,3,469,0.027,0
20,0,0,834,0.032,0
20,5,0,904,0.567,0
20,7,0,838,1.05,1
19,4,0,857,0.405,0
19,3,0,717,0.299,0
6,6,20,212,0.066,0
20,3,0,862,0.269,0
12,2,3,469,0.057,0
20,1,0,834,0.08,0
20,6,0,904,0.766,1
21,0,0,912,0.031,0
19,5,0,857,0.576,0
19,4,0,717,0.457,0
6,7,20,212,0.086,0
20,4,0,862,0.411,0
12,3,3,469,0.098,0
20,2,0,834,0.161,0
21,0,0,910,0.031,0
21,1,0,912,0.078,0
19,6,0,857,0.778,1
19,5,0,717,0.65,0
6,8,20,212,0.109,0
20,5,0,862,0.586,0
12,4,3,469,0.152,0
20,3,0,834,0.275,0
21,1,0,910,0.078,0
21,2,0,912,0.155,0
20,0,0,874,0.031,0
19,6,0,717,0.88,1
6,9,20,212,0.134,0
20,6,0,862,0.792,1
12,5,3,469,0.217,0
20,4,0,834,0.421,0
21,2,0,910,0.155,0
21,3,0,912,0.264,0
20,1,0,874,0.078,0
20,0,0,840,0.031,0
6,10,20,212,0.162,0
21,0,0,1011,0.029,0
12,6,3,469,0.294,0
20,5,0,834,0.599,1
21,3,0,910,0.264,0
21,4,0,912,0.404,0
20,2,0,874,0.156,0
20,1,0,840,0.08,0
6,11,20,212,0.193,0
21,1,0,1011,0.072,0
12,7,3,469,0.384,0
21,0,0,1049,0.028,0
21,4,0,910,0.404,0
21,5,0,912,0.574,1
20,3,0,874,0.266,0
20,2,0,840,0.161,0
6,12,20,212,0.226,0
21,2,0,1011,0.144,0
12,8,3,469,0.484,0
21,1,0,1049,0.07,0
21,5,0,910,0.574,1
22,0,0,978,0.03,0
20,4,0,874,0.407,0
20,3,0,840,0.273,0
6,13,20,212,0.262,0
21,3,0,1011,0.245,0
12,9,3,469,0.597,1
21,2,0,1049,0.14,0
22,0,0,994,0.03,0
22,1,0,978,0.075,0
20,5,0,874,0.579,0
20,4,0,840,0.418,0
6,14,20,212,0.301,0
21,4,0,1011,0.375,0
13,0,3,577,0.008,0
21,3,0,1049,0.239,0
22,1,0,994,0.074,0
22,2,0,978,0.15,0
20,6,0,874,0.784,1
20,5,0,840,0.595,0
6,15,20,212,0.343,0
21,5,0,1011,0.534,0
13,1,3,577,0.024,0
21,4,0,1049,0.366,0
22,2,0,994,0.149,0
22,3,0,978,0.256,0
21,0,0,928,0.03,0
20,6,0,840,0.805,1
6,16,20,212,0.387,0
21,6,0,1011,0.722,1
13,2,3,577,0.05,0
21,5,0,1049,0.521,0
22,3,0,994,0.253,0
22,4,0,978,0.391,0
21,1,0,928,0.076,0
21,0,0,899,0.031,0
6,17,20,212,0.434,0
22,0,0,1116,0.028,0
13,3,3,577,0.087,0
21,6,0,1049,0.704,1
22,4,0,994,0.387,0
22,5,0,978,0.557,0
21,2,0,928,0.153,0
21,1,0,899,0.078,0
6,18,20,212,0.483,0
22,1,0,1116,0.069,0
13,4,3,577,0.134,0
22,0,0,1083,0.028,0
22,5,0,994,0.551,0
22,6,0,978,0.752,1
21,3,0,928,0.26,0
21,2,0,899,0.156,0
6,19,20,212,0.535,0
22,2,0,1116,0.137,0
13,5,3,577,0.192,0
22,1,0,1083,0.07,0
22,6,0,994,0.744,1
23,0,0,1058,0.029,0
21,4,0,928,0.397,0
21,3,0,899,0.265,0
6,20,20,212,0.59,0
22,3,0,1116,0.233,0
13,6,3,577,0.26,0
22,2,0,1083,0.14,0
23,0,0,1126,0.028,0
23,1,0,1058,0.072,0
21,5,0,928,0.566,0
21,4,0,899,0.406,0
6,21,20,212,0.647,1
22,4,0,1116,0.357,0
13,7,3,577,0.339,0
22,3,0,1083,0.238,0
23,1,0,1126,0.069,0
23,2,0,1058,0.145,0
21,6,0,928,0.766,1
21,5,0,899,0.578,0
7,0,20,270,0.002,0
22,5,0,1116,0.508,0
13,8,3,577,0.428,0
22,4,0,1083,0.364,0
23,2,0,1126,0.139,0
23,3,0,1058,0.246,0
22,0,0,1461,0.022,0
21,6,0,899,0.782,1
7,1,20,270,0.005,0
22,6,0,1116,0.687,1
13,9,3,577,0.528,0
22,5,0,1083,0.519,0
23,3,0,1126,0.236,0
23,4,0,1058,0.377,0
22,1,0,1461,0.056,0
22,0,0,1033,0.028,0
7,2,20,270,0.011,0
23,0,0,1177,0.027,0
13,10,3,577,0.638,0
22,6,0,1083,0.701,1
23,4,0,1126,0.361,0
23,5,0,1058,0.536,0
22,2,0,1461,0.113,0
22,1,0,1033,0.072,0
7,3,20,270,0.02,0
23,1,0,1177,0.067,0
13,11,3,577,0.759,1
23,0,0,1120,0.028,0
23,5,0,1126,0.514,0
23,6,0,1058,0.725,0
22,3,0,1461,0.192,0
22,2,0,1033,0.144,0
7,4,20,270,0.031,0
23,2,0,1177,0.135,0
14,0,3,629,0.008,0
23,1,0,1120,0.07,0
23,6,0,1126,0.695,0
23,7,0,1058,0.942,1
22,4,0,1461,0.294,0
22,3,0,1033,0.246,0
7,5,20,270,0.044,0
23,3,0,1177,0.229,0
14,1,3,629,0.024,0
23,2,0,1120,0.139,0
23,7,0,1126,0.903,1
24,0,0,1082,0.029,0
22,5,0,1461,0.418,0
22,4,0,1033,0.376,0
7,6,20,270,0.06,0
23,4,0,1177,0.35,0
14,2,3,629,0.049,0
23,3,0,1120,0.237,0
24,0,0,1201,0.027,0
24,1,0,1082,0.072,0
22,6,0,1461,0.565,1
22,5,0,1033,0.535,0
7,7,20,270,0.079,0
23,5,0,1177,0.498,0
14,3,3,629,0.086,0
23,4,0,1120,0.362,0
24,1,0,1201,0.068,0
24,2,0,1082,0.145,0
23,0,0,1495,0.022,0
22,6,0,1033,0.724,1
7,8,20,270,0.1,0
23,6,0,1177,0.674,1
14,4,3,629,0.132,0
23,5,0,1120,0.515,0
24,2,0,1201,0.135,0
24,3,0,1082,0.246,0
23,1,0,1495,0.056,0
23,0,0,1044,0.029,0
7,9,20,270,0.123,0
24,0,0,1217,0.027,0
14,5,3,629,0.189,0
23,6,0,1120,0.697,1
24,3,0,1201,0.23,0
24,4,0,1082,0.376,0
23,2,0,1495,0.113,0
23,1,0,1044,0.072,0
7,10,20,270,0.148,0
24,1,0,1217,0.067,0
14,6,3,629,0.256,0
24,0,0,1150,0.028,0
24,4,0,1201,0.351,0
24,5,0,1082,0.536,1
23,3,0,1495,0.193,0
23,2,0,1044,0.146,0
7,11,20,270,0.177,0
24,2,0,1217,0.133,0
14,7,3,629,0.333,0
24,1,0,1150,0.069,0
24,5,0,1201,0.499,1
25,0,0,1096,0.029,0
23,4,0,1495,0.295,0
23,3,0,1044,0.247,0
7,12,20,270,0.207,0
24,3,0,1217,0.227,0
14,8,3,629,0.421,1
24,2,0,1150,0.138,0
25,0,0,1215,0.027,0
25,1,0,1096,0.073,0
23,5,0,1495,0.42,0
23,4,0,1044,0.379,0
7,13,20,270,0.24,0
24,4,0,1217,0.347,0
15,0,3,649,0.009,0
24,3,0,1150,0.236,0
25,1,0,1215,0.068,0
25,2,0,1096,0.145,0
23,6,0,1495,0.567,1
23,5,0,1044,0.54,0
7,14,20,270,0.276,0
24,5,0,1217,0.495,0
15,1,3,649,0.024,0
24,4,0,1150,0.361,0
25,2,0,1215,0.136,0
25,3,0,1096,0.247,0
24,0,0,1516,0.022,0
23,6,0,1044,0.73,1
7,15,20,270,0.314,0
24,6,0,1217,0.669,1
15,2,3,649,0.051,0
24,5,0,1150,0.514,0
25,3,0,1215,0.231,0
25,4,0,1096,0.378,0
24,1,0,1516,0.057,0
24,0,0,1063,0.029,0
7,16,20,270,0.354,0
25,0,0,1230,0.027,0
15,3,3,649,0.088,0
24,6,0,1150,0.695,1
25,4,0,1215,0.353,0
25,5,0,1096,0.537,0
24,2,0,1516,0.114,0
24,1,0,1063,0.073,0
7,17,20,270,0.397,0
25,1,0,1230,0.067,0
15,4,3,649,0.136,0
25,0,0,1162,0.028,0
25,5,0,1215,0.503,0
25,6,0,1096,0.726,1
24,3,0,1516,0.195,0
24,2,0,1063,0.146,0
7,18,20,270,0.442,0
25,2,0,1230,0.134,0
15,5,3,649,0.194,0
25,1,0,1162,0.069,0
25,6,0,1215,0.679,1
26,0,0,1145,0.029,0
24,4,0,1516,0.297,0
24,3,0,1063,0.248,0
7,19,20,270,0.49,0
25,3,0,1230,0.229,0
15,6,3,649,0.264,0
25,2,0,1162,0.139,0
26,0,0,1236,0.027,0
26,1,0,1145,0.071,0
24,5,0,1516,0.424,0
24,4,0,1063,0.38,0
7,20,20,270,0.54,1
25,4,0,1230,0.35,0
15,7,3,649,0.343,0
25,3,0,1162,0.237,0
26,1,0,1236,0.068,0
26,2,0,1145,0.143,0
24,6,0,1516,0.573,1
24,5,0,1063,0.541,0
8,0,20,285,0.002,0
25,5,0,1230,0.498,0
15,8,3,649,0.434,0
25,4,0,1162,0.363,0
26,2,0,1236,0.136,0
26,3,0,1145,0.243,0
25,0,0,1562,0.022,0
24,6,0,1063,0.731,1
8,1,20,285,0.006,0
25,6,0,1230,0.673,1
15,9,3,649,0.535,0
25,5,0,1162,0.517,0
26,3,0,1236,0.231,0
26,4,0,1145,0.371,0
25,1,0,1562,0.057,0
25,0,0,1091,0.029,0
8,2,20,285,0.012,0
26,0,0,1264,0.027,0
15,10,3,649,0.646,0
25,6,0,1162,0.699,1
26,4,0,1236,0.354,0
26,5,0,1145,0.528,0
25,2,0,1562,0.114,0
25,1,0,1091,0.072,0
8,3,20,285,0.022,0
26,1,0,1264,0.067,0
15,11,3,649,0.769,1
26,0,0,1180,0.028,0
26,5,0,1236,0.503,0
26,6,0,1145,0.714,0
25,3,0,1562,0.194,0
25,2,0,1091,0.145,0
8,4,20,285,0.033,0
26,2,0,1264,0.134,0
16,0,3,669,0.009,0
26,1,0,1180,0.07,0
26,6,0,1236,0.68,0
26,7,0,1145,0.928,1
25,4,0,1562,0.297,0
25,3,0,1091,0.247,0
8,5,20,285,0.048,0
26,3,0,1264,0.227,0
16,1,3,669,0.025,0
26,2,0,1180,0.14,0
26,7,0,1236,0.883,1
27,0,0,1173,0.028,0
25,5,0,1562,0.422,0
25,4,0,1091,0.378,0
8,6,20,285,0.065,0
26,4,0,1264,0.348,0
16,2,3,669,0.052,0
26,3,0,1180,0.238,0
27,0,0,1273,0.027,0
27,1,0,1173,0.071,0
25,6,0,1562,0.571,1
25,5,0,1091,0.538,0
8,7,20,285,0.085,0
26,5,0,1264,0.495,0
16,3,3,669,0.091,0
26,4,0,1180,0.364,0
27,1,0,1273,0.067,0
27,2,0,1173,0.142,0
26,0,0,1592,0.023,0
25,6,0,1091,0.727,1
8,8,20,285,0.108,0
26,6,0,1264,0.67,1
16,4,3,669,0.14,0
26,5,0,1180,0.518,0
27,2,0,1273,0.135,0
27,3,0,1173,0.241,0
26,1,0,1592,0.057,0
26,0,0,1115,0.028,0
8,9,20,285,0.133,0
27,0,0,1282,0.027,0
16,5,3,669,0.2,0
26,6,0,1180,0.7,1
27,3,0,1273,0.229,0
27,4,0,1173,0.369,0
26,2,0,1592,0.114,0
26,1,0,1115,0.072,0
8,10,20,285,0.16,0
27,1,0,1282,0.067,0
16,6,3,669,0.271,0
27,0,0,1209,0.028,0
27,4,0,1273,0.351,0
27,5,0,1173,0.525,1
26,3,0,1592,0.194,0
26,2,0,1115,0.145,0
8,11,20,285,0.191,0
27,2,0,1282,0.134,0
16,7,3,669,0.352,0
27,1,0,1209,0.069,0
27,5,0,1273,0.499,1
28,0,0,1195,0.028,0
26,4,0,1592,0.297,0
26,3,0,1115,0.246,0
8,12,20,285,0.224,0
27,3,0,1282,0.228,0
16,8,3,669,0.445,1
27,2,0,1209,0.139,0
28,0,0,1296,0.027,0
28,1,0,1195,0.071,0
26,5,0,1592,0.423,0
26,4,0,1115,0.376,0
8,13,20,285,0.26,0
27,4,0,1282,0.349,0
17,0,3,715,0.009,0
27,3,0,1209,0.236,0
28,1,0,1296,0.067,0
28,2,0,1195,0.141,0
26,6,0,1592,0.572,1
26,5,0,1115,0.536,0
8,14,20,285,0.298,0
27,5,0,1282,0.496,0
17,1,3,715,0.025,0
27,4,0,1209,0.362,0
28,2,0,1296,0.135,0
28,3,0,1195,0.241,0
27,0,0,1609,0.023,0
26,6,0,1115,0.725,1
8,15,20,285,0.339,0
27,6,0,1282,0.671,1
17,2,3,715,0.052,0
27,5,0,1209,0.515,0
28,3,0,1296,0.229,0
28,4,0,1195,0.368,0
27,1,0,1609,0.057,0
27,0,0,1167,0.028,0
8,16,20,285,0.383,0
28,0,0,1300,0.027,0
17,3,3,715,0.09,0
27,6,0,1209,0.696,1
28,4,0,1296,0.35,0
28,5,0,1195,0.523,0
27,2,0,1609,0.115,0
27,1,0,1167,0.071,0
8,17,20,285,0.429,0
28,1,0,1300,0.067,0
17,4,3,715,0.138,0
28,0,0,1247,0.028,0
28,5,0,1296,0.498,0
28,6,0,1195,0.707,1
27,3,0,1609,0.196,0
27,2,0,1167,0.142,0
8,18,20,285,0.478,0
28,2,0,1300,0.134,0
17,5,3,715,0.198,0
28,1,0,1247,0.068,0
28,6,0,1296,0.673,1
29,0,0,1225,0.028,0
27,4,0,1609,0.299,0
27,3,0,1167,0.241,0
8,19,20,285,0.529,0
28,3,0,1300,0.228,0
17,6,3,715,0.268,0
28,2,0,1247,0.137,0
29,0,0,1310,0.027,0
29,1,0,1225,0.07,0
27,5,0,1609,0.426,0
27,4,0,1167,0.369,0
8,20,20,285,0.584,1
28,4,0,1300,0.349,0
17,7,3,715,0.349,0
28,3,0,1247,0.234,0
29,1,0,1310,0.067,0
29,2,0,1225,0.14,0
27,6,0,1609,0.577,1
27,5,0,1167,0.526,0
9,0,20,308,0.002,0
28,5,0,1300,0.497,0
17,8,3,715,0.44,0
28,4,0,1247,0.358,0
29,2,0,1310,0.135,0
29,3,0,1225,0.239,0
28,0,0,1620,0.023,0
27,6,0,1167,0.711,1
9,1,20,308,0.006,0
28,6,0,1300,0.671,1
17,9,3,715,0.543,0
28,5,0,1247,0.51,0
29,3,0,1310,0.229,0
29,4,0,1225,0.365,0
28,1,0,1620,0.058,0
28,0,0,1186,0.028,0
9,2,20,308,0.013,0
29,0,0,1306,0.027,0
17,10,3,715,0.656,0
28,6,0,1247,0.689,1
29,4,0,1310,0.351,0
29,5,0,1225,0.519,0
28,2,0,1620,0.116,0
28,1,0,1186,0.071,0
9,3,20,308,0.022,0
29,1,0,1306,0.068,0
17,11,3,715,0.781,1
29,0,0,1259,0.028,0
29,5,0,1310,0.499,0
29,6,0,1225,0.702,0
28,3,0,1620,0.198,0
28,2,0,1186,0.142,0
9,4,20,308,0.035,0
29,2,0,1306,0.135,0
18,0,3,736,0.009,0
29,1,0,1259,0.069,0
29,6,0,1310,0.674,0
29,7,0,1225,0.912,1
28,4,0,1620,0.302,0
28,3,0,1186,0.241,0
9,5,20,308,0.05,0
29,3,0,1306,0.229,0
18,1,3,736,0.025,0
29,2,0,1259,0.138,0
29,7,0,1310,0.876,1
30,0,0,1240,0.028,0
28,5,0,1620,0.43,0
28,4,0,1186,0.369,0
9,6,20,308,0.068,0
29,4,0,1306,0.351,0
18,2,3,736,0.053,0
29,3,0,1259,0.234,0
30,0,0,1335,0.027,0
30,1,0,1240,0.07,0
28,6,0,1620,0.582,1
28,5,0,1186,0.525,0
9,7,20,308,0.088,0
29,5,0,1306,0.499,0
18,3,3,736,0.091,0
29,4,0,1259,0.359,0
30,1,0,1335,0.067,0
30,2,0,1240,0.14,0
29,0,0,1693,0.023,0
28,6,0,1186,0.71,1
9,8,20,308,0.112,0
29,6,0,1306,0.675,1
18,4,3,736,0.141,0
29,5,0,1259,0.51,0
30,2,0,1335,0.134,0
30,3,0,1240,0.238,0
29,1,0,1693,0.057,0
29,0,0,1245,0.027,0
9,9,20,308,0.138,0
30,0,0,1329,0.027,0
18,5,3,736,0.202,0
29,6,0,1259,0.69,1
30,3,0,1335,0.228,0
30,4,0,1240,0.364,0
29,2,0,1693,0.114,0
29,1,0,1245,0.069,0
9,10,20,308,0.167,0
30,1,0,1329,0.067,0
18,6,3,736,0.273,0
30,0,0,1270,0.028,0
30,4,0,1335,0.349,0
30,5,0,1240,0.519,1
29,3,0,1693,0.194,0
29,2,0,1245,0.139,0
9,11,20,308,0.198,0
30,2,0,1329,0.134,0
18,7,3,736,0.356,0
30,1,0,1270,0.069,0
30,5,0,1335,0.496,1
31,0,0,1253,0.028,0
29,4,0,1693,0.297,0
29,3,0,1245,0.235,0
9,12,20,308,0.233,0
30,3,0,1329,0.228,0
18,8,3,736,0.449,1
30,2,0,1270,0.138,0
31,0,0,1371,0.027,0
31,1,0,1253,0.07,0
29,5,0,1693,0.423,0
29,4,0,1245,0.361,0
9,13,20,308,0.27,0
30,4,0,1329,0.349,0
19,0,3,752,0.009,0
30,3,0,1270,0.235,0
31,1,0,1371,0.066,0
31,2,0,1253,0.14,0
29,6,0,1693,0.571,1
29,5,0,1245,0.513,0
9,14,20,308,0.31,0
30,5,0,1329,0.498,0
19,1,3,752,0.026,0
30,4,0,1270,0.359,0
31,2,0,1371,0.133,0
31,3,0,1253,0.238,0
30,0,0,1737,0.022,0
29,6,0,1245,0.694,1
9,15,20,308,0.352,0
30,6,0,1329,0.673,1
19,2,3,752,0.054,0
30,5,0,1270,0.511,0
31,3,0,1371,0.226,0
31,4,0,1253,0.364,0
30,1,0,1737,0.057,0
30,0,0,1260,0.027,0
9,16,20,308,0.398,0
31,0,0,1374,0.027,0
19,3,3,752,0.094,0
30,6,0,1270,0.691,1
31,4,0,1371,0.346,0
31,5,0,1253,0.518,0
30,2,0,1737,0.113,0
30,1,0,1260,0.069,0
9,17,20,308,0.446,0
31,1,0,1374,0.066,0
19,4,3,752,0.144,0
31,0,0,1292,0.028,0
31,5,0,1371,0.492,0
31,6,0,1253,0.7,1
30,3,0,1737,0.193,0
30,2,0,1260,0.138,0
9,18,20,308,0.497,0
31,2,0,1374,0.132,0
19,5,3,752,0.206,0
31,1,0,1292,0.068,0
31,6,0,1371,0.664,1
32,0,0,1274,0.028,0
30,4,0,1737,0.295,0
30,3,0,1260,0.235,0
9,19,20,308,0.55,0
31,3,0,1374,0.225,0
19,6,3,752,0.28,0
31,2,0,1292,0.137,0
32,0,0,1401,0.026,0
32,1,0,1274,0.07,0
30,5,0,1737,0.42,0
30,4,0,1260,0.36,0
9,20,20,308,0.606,1
31,4,0,1374,0.345,0
19,7,3,752,0.364,0
31,3,0,1292,0.233,0
32,1,0,1401,0.066,0
32,2,0,1274,0.139,0
30,6,0,1737,0.568,1
30,5,0,1260,0.513,0
10,0,20,335,0.002,0
31,5,0,1374,0.491,0
19,8,3,752,0.46,0
31,4,0,1292,0.357,0
32,2,0,1401,0.132,0
32,3,0,1274,0.237,0
31,0,0,1755,0.022,0
30,6,0,1260,0.694,1
10,1,20,335,0.006,0
31,6,0,1374,0.663,1
19,9,3,752,0.567,0
31,5,0,1292,0.509,0
32,3,0,1401,0.224,0
32,4,0,1274,0.362,0
31,1,0,1755,0.057,0
31,0,0,1274,0.027,0
10,2,20,335,0.013,0
32,0,0,1392,0.026,0
19,10,3,752,0.686,0
31,6,0,1292,0.688,1
32,4,0,1401,0.343,0
32,5,0,1274,0.515,0
31,2,0,1755,0.114,0
31,1,0,1274,0.069,0
10,3,20,335,0.023,0
32,1,0,1392,0.066,0
19,11,3,752,0.815,1
32,0,0,1341,0.027,0
32,5,0,1401,0.488,0
32,6,0,1274,0.696,0
31,3,0,1755,0.194,0
31,2,0,1274,0.138,0
10,4,20,335,0.035,0
32,2,0,1392,0.132,0
20,0,3,775,0.009,0
32,1,0,1341,0.068,0
32,6,0,1401,0.66,0
32,7,0,1274,0.905,1
31,4,0,1755,0.296,0
31,3,0,1274,0.235,0
10,5,20,335,0.051,0
32,3,0,1392,0.225,0
20,1,3,775,0.026,0
32,2,0,1341,0.135,0
32,7,0,1401,0.857,1
33,0,0,1294,0.028,0
31,5,0,1755,0.422,0
31,4,0,1274,0.36,0
10,6,20,335,0.069,0
32,4,0,1392,0.344,0
20,2,3,775,0.055,0
32,3,0,1341,0.23,0
33,0,0,1415,0.026,0
33,1,0,1294,0.069,0
31,6,0,1755,0.57,1
31,5,0,1274,0.512,0
10,7,20,335,0.09,0
32,5,0,1392,0.49,0
20,3,3,775,0.095,0
32,4,0,1341,0.351,0
33,1,0,1415,0.066,0
33,2,0,1294,0.138,0
32,0,0,1782,0.022,0
31,6,0,1274,0.693,1
10,8,20,335,0.114,0
32,6,0,1392,0.662,1
20,4,3,775,0.146,0
32,5,0,1341,0.5,0
33,2,0,1415,0.132,0
33,3,0,1294,0.235,0
32,1,0,1782,0.057,0
32,0,0,1288,0.027,0
10,9,20,335,0.141,0
33,0,0,1419,0.026,0
20,5,3,775,0.209,0
32,6,0,1341,0.676,1
33,3,0,1415,0.224,0
33,4,0,1294,0.36,0
32,2,0,1782,0.114,0
32,1,0,1288,0.069,0
10,10,20,335,0.17,0
33,1,0,1419,0.066,0
20,6,3,775,0.283,0
33,0,0,1360,0.027,0
33,4,0,1415,0.343,0
33,5,0,1294,0.512,1
32,3,0,1782,0.194,0
32,2,0,1288,0.138,0
10,11,20,335,0.202,0
33,2,0,1419,0.131,0
20,7,3,775,0.369,0
33,1,0,1360,0.067,0
33,5,0,1415,0.487,1
34,0,0,1316,0.028,0
32,4,0,1782,0.296,0
32,3,0,1288,0.234,0
10,12,20,335,0.237,0
33,3,0,1419,0.223,0
20,8,3,775,0.466,1
33,2,0,1360,0.134,0
34,0,0,1435,0.026,0
34,1,0,1316,0.069,0
32,5,0,1782,0.421,0
32,4,0,1288,0.359,0
10,13,20,335,0.275,0
33,4,0,1419,0.342,0
21,0,3,780,0.01,0
33,3,0,1360,0.229,0
34,1,0,1435,0.066,0
34,2,0,1316,0.138,0
32,6,0,1782,0.57,1
32,5,0,1288,0.511,0
10,14,20,335,0.316,0
33,5,0,1419,0.486,0
21,1,3,780,0.027,0
33,4,0,1360,0.35,0
34,2,0,1435,0.131,0
34,3,0,1316,0.234,0
33,0,0,1803,0.022,0
32,6,0,1288,0.691,1
10,15,20,335,0.359,0
33,6,0,1419,0.658,1
21,2,3,780,0.057,0
33,5,0,1360,0.498,0
34,3,0,1435,0.223,0
34,4,0,1316,0.358,0
33,1,0,1803,0.057,0
33,0,0,1326,0.027,0
10,16,20,335,0.405,0
34,0,0,1443,0.026,0
21,3,3,780,0.098,0
33,6,0,1360,0.673,1
34,4,0,1435,0.341,0
34,5,0,1316,0.509,0
33,2,0,1803,0.114,0
33,1,0,1326,0.068,0
10,17,20,335,0.455,0
34,1,0,1443,0.065,0
21,4,3,780,0.151,0
34,0,0,1380,0.027,0
34,5,0,1435,0.486,0
34,6,0,1316,0.688,1
33,3,0,1803,0.194,0
33,2,0,1326,0.136,0
10,18,20,335,0.506,0
34,2,0,1443,0.13,0
21,5,3,780,0.216,0
34,1,0,1380,0.067,0
34,6,0,1435,0.656,1
35,0,0,1342,0.027,0
33,4,0,1803,0.296,0
33,3,0,1326,0.232,0
10,19,20,335,0.561,0
34,3,0,1443,0.222,0
21,6,3,780,0.293,0
34,2,0,1380,0.134,0
35,0,0,1454,0.026,0
35,1,0,1342,0.068,0
33,5,0,1803,0.422,0
33,4,0,1326,0.354,0
10,20,20,335,0.618,1
34,4,0,1443,0.34,0
21,7,3,780,0.381,0
34,3,0,1380,0.228,0
35,1,0,1454,0.065,0
35,2,0,1342,0.136,0
33,6,0,1803,0.57,1
33,5,0,1326,0.505,0
11,0,20,362,0.002,0
34,5,0,1443,0.484,0
21,8,3,780,0.481,0
34,4,0,1380,0.348,0
35,2,0,1454,0.131,0
35,3,0,1342,0.232,0
34,0,0,1826,0.022,0
33,6,0,1326,0.682,1
11,1,20,362,0.006,0
34,6,0,1443,0.654,1
21,9,3,780,0.593,0
34,5,0,1380,0.496,0
35,3,0,1454,0.222,0
35,4,0,1342,0.354,0
34,1,0,1826,0.057,0
34,0,0,1358,0.027,0
11,2,20,362,0.013,0
35,0,0,1464,0.026,0
21,10,3,780,0.717,1
34,6,0,1380,0.67,0
35,4,0,1454,0.34,0
35,5,0,1342,0.504,0
34,2,0,1826,0.114,0
34,1,0,1358,0.067,0
11,3,20,362,0.023,0
35,1,0,1464,0.065,0
22,0,3,801,0.01,0
34,7,0,1380,0.871,1
35,5,0,1454,0.483,0
35,6,0,1342,0.682,0
34,3,0,1826,0.194,0
34,2,0,1358,0.135,0
11,4,20,362,0.036,0
35,2,0,1464,0.13,0
22,1,3,801,0.028,0
35,0,0,1393,0.027,0
35,6,0,1454,0.653,0
35,7,0,1342,0.886,1
34,4,0,1826,0.296,0
34,3,0,1358,0.23,0
11,5,20,362,0.052,0
35,3,0,1464,0.221,0
22,2,3,801,0.057,0
35,1,0,1393,0.066,0
35,7,0,1454,0.849,1
36,0,0,1358,0.027,0
34,5,0,1826,0.421,0
34,4,0,1358,0.351,0
11,6,20,362,0.07,0
35,4,0,1464,0.338,0
22,3,3,801,0.099,0
35,2,0,1393,0.133,0
36,0,0,1467,0.026,0
36,1,0,1358,0.068,0
34,6,0,1826,0.569,1
34,5,0,1358,0.5,0
11,7,20,362,0.092,0
35,5,0,1464,0.481,0
22,4,3,801,0.153,0
35,3,0,1393,0.227,0
36,1,0,1467,0.065,0
36,2,0,1358,0.136,0
35,0,0,1850,0.022,0
34,6,0,1358,0.675,1
11,8,20,362,0.116,0
35,6,0,1464,0.65,1
22,5,3,801,0.218,0
35,4,0,1393,0.347,0
36,2,0,1467,0.13,0
36,3,0,1358,0.231,0
35,1,0,1850,0.057,0
35,0,0,1388,0.026,0
11,9,20,362,0.143,0
36,0,0,1482,0.026,0
22,6,3,801,0.296,0
35,5,0,1393,0.494,1
36,3,0,1467,0.221,0
36,4,0,1358,0.353,0
35,2,0,1850,0.114,0
35,1,0,1388,0.067,0
11,10,20,362,0.173,0
36,1,0,1482,0.065,0
22,7,3,801,0.385,0
36,0,0,1415,0.027,0
36,4,0,1467,0.339,0
36,5,0,1358,0.502,1
35,3,0,1850,0.193,0
35,2,0,1388,0.134,0
11,11,20,362,0.206,0
36,2,0,1482,0.129,0
22,8,3,801,0.487,1
36,1,0,1415,0.066,0
36,5,0,1467,0.482,0
37,0,0,1381,0.027,0
35,4,0,1850,0.295,0
35,3,0,1388,0.227,0
11,12,20,362,0.241,0
36,3,0,1482,0.22,0
23,0,3,830,0.01,0
36,2,0,1415,0.132,0
36,6,0,1467,0.651,1
37,1,0,1381,0.067,0
35,5,0,1850,0.421,0
35,4,0,1388,0.348,0
11,13,20,362,0.28,0
36,4,0,1482,0.337,0
23,1,3,830,0.028,0
36,3,0,1415,0.225,0
37,0,0,1484,0.026,0
37,2,0,1381,0.135,0
35,6,0,1850,0.568,1
35,5,0,1388,0.495,0
11,14,20,362,0.321,0
36,5,0,1482,0.479,0
