Blocks,Age,Faults,Time,Result,Output
1014,3,0,39104,0.016,0
1015,0,0,38563,0.002,0
1015,2,0,38838,0.009,0
1013,6,0,38832,0.048,0
1013,5,0,38343,0.035,0
726,1,20,27114,0.003,0
1014,5,0,37827,0.035,0
978,0,3,36508,0.002,0
1014,4,0,39104,0.025,0
1015,1,0,38563,0.005,0
1015,3,0,38838,0.016,0
1013,7,0,38832,0.062,1
1013,6,0,38343,0.048,0
726,2,20,27114,0.006,0
1014,6,0,37827,0.048,0
978,1,3,36508,0.004,0
1014,5,0,39104,0.035,0
1015,2,0,38563,0.009,0
1015,4,0,38838,0.025,0
1014,0,0,38874,0.002,0
1013,7,0,38343,0.062,1
726,3,20,27114,0.011,0
1014,7,0,37827,0.062,1
978,2,3,36508,0.009,0
1014,6,0,39104,0.048,0
1015,3,0,38563,0.016,0
1015,5,0,38838,0.035,0
1014,1,0,38874,0.005,0
1014,0,0,38379,0.002,0
726,4,20,27114,0.017,0
1015,0,0,37913,0.002,0
978,3,3,36508,0.015,0
1014,7,0,39104,0.062,1
1015,4,0,38563,0.025,0
1015,6,0,38838,0.047,0
1014,2,0,38874,0.01,0
1014,1,0,38379,0.005,0
726,5,20,27114,0.024,0
1015,1,0,37913,0.005,0
978,4,3,36508,0.023,0
1015,0,0,39113,0.002,0
1015,5,0,38563,0.035,0
1015,7,0,38838,0.062,1
1014,3,0,38874,0.016,0
1014,2,0,38379,0.01,0
726,6,20,27114,0.033,0
1015,2,0,37913,0.01,0
978,5,3,36508,0.033,0
1015,1,0,39113,0.005,0
1015,6,0,38563,0.047,1
1016,0,0,38883,0.002,0
1014,4,0,38874,0.025,0
1014,3,0,38379,0.016,0
726,7,20,27114,0.043,0
1015,3,0,37913,0.016,0
978,6,3,36508,0.044,0
1015,2,0,39113,0.009,0
1016,0,0,38609,0.002,0
1016,1,0,38883,0.005,0
1014,5,0,38874,0.035,0
1014,4,0,38379,0.025,0
726,8,20,27114,0.054,1
1015,4,0,37913,0.025,0
978,7,3,36508,0.058,1
1015,3,0,39113,0.016,0
1016,1,0,38609,0.005,0
1016,2,0,38883,0.009,0
1014,6,0,38874,0.048,0
1014,5,0,38379,0.035,0
727,0,20,27144,0.001,0
1015,5,0,37913,0.035,0
979,0,3,36543,0.002,0
1015,4,0,39113,0.025,0
1016,2,0,38609,0.009,0
1016,3,0,38883,0.016,0
1014,7,0,38874,0.062,1
1014,6,0,38379,0.048,0
727,1,20,27144,0.003,0
1015,6,0,37913,0.048,0
979,1,3,36543,0.004,0
1015,5,0,39113,0.035,0
1016,3,0,38609,0.016,0
1016,4,0,38883,0.025,0
1015,0,0,38892,0.002,0
1014,7,0,38379,0.062,1
727,2,20,27144,0.006,0
1015,7,0,37913,0.062,1
979,2,3,36543,0.009,0
1015,6,0,39113,0.047,0
1016,4,0,38609,0.025,0
1016,5,0,38883,0.035,0
1015,1,0,38892,0.005,0
1015,0,0,38417,0.002,0
727,3,20,27144,0.011,0
1016,0,0,37957,0.002,0
979,3,3,36543,0.015,0
1015,7,0,39113,0.062,1
1016,5,0,38609,0.035,0
1016,6,0,38883,0.047,0
1015,2,0,38892,0.009,0
1015,1,0,38417,0.005,0
727,4,20,27144,0.017,0
1016,1,0,37957,0.005,0
979,4,3,36543,0.023,0
1016,0,0,39128,0.002,0
1016,6,0,38609,0.047,0
1016,7,0,38883,0.062,1
1015,3,0,38892,0.016,0
1015,2,0,38417,0.009,0
727,5,20,27144,0.024,0
1016,2,0,37957,0.009,0
979,5,3,36543,0.033,0
1016,1,0,39128,0.005,0
1016,7,0,38609,0.062,1
1017,0,0,38947,0.002,0
1015,4,0,38892,0.025,0
1015,3,0,38417,0.016,0
727,6,20,27144,0.033,0
1016,3,0,37957,0.016,0
979,6,3,36543,0.044,1
1016,2,0,39128,0.009,0
1017,0,0,38648,0.002,0
1017,1,0,38947,0.005,0
1015,5,0,38892,0.035,0
1015,4,0,38417,0.025,0
727,7,20,27144,0.043,0
1016,4,0,37957,0.025,0
980,0,3,36590,0.002,0
1016,3,0,39128,0.016,0
1017,1,0,38648,0.005,0
1017,2,0,38947,0.009,0
1015,6,0,38892,0.047,0
1015,5,0,38417,0.035,0
727,8,20,27144,0.054,1
1016,5,0,37957,0.035,0
980,1,3,36590,0.004,0
1016,4,0,39128,0.025,0
1017,2,0,38648,0.009,0
1017,3,0,38947,0.016,0
1015,7,0,38892,0.062,1
1015,6,0,38417,0.047,0
728,0,20,27169,0.001,0
1016,6,0,37957,0.047,0
980,2,3,36590,0.009,0
1016,5,0,39128,0.035,0
1017,3,0,38648,0.016,0
1017,4,0,38947,0.025,0
1016,0,0,38940,0.002,0
1015,7,0,38417,0.062,1
728,1,20,27169,0.003,0
1016,7,0,37957,0.062,1
980,3,3,36590,0.015,0
1016,6,0,39128,0.047,0
1017,4,0,38648,0.025,0
1017,5,0,38947,0.035,0
1016,1,0,38940,0.005,0
1016,0,0,38477,0.002,0
728,2,20,27169,0.006,0
1017,0,0,37991,0.002,0
980,4,3,36590,0.023,0
1016,7,0,39128,0.062,1
1017,5,0,38648,0.035,0
1017,6,0,38947,0.047,0
1016,2,0,38940,0.009,0
1016,1,0,38477,0.005,0
728,3,20,27169,0.011,0
1017,1,0,37991,0.005,0
980,5,3,36590,0.033,0
1017,0,0,39184,0.002,0
1017,6,0,38648,0.047,0
1017,7,0,38947,0.062,1
1016,3,0,38940,0.016,0
1016,2,0,38477,0.009,0
728,4,20,27169,0.017,0
1017,2,0,37991,0.009,0
980,6,3,36590,0.044,0
1017,1,0,39184,0.005,0
1017,7,0,38648,0.062,1
1018,0,0,38982,0.002,0
1016,4,0,38940,0.025,0
1016,3,0,38477,0.016,0
728,5,20,27169,0.024,0
1017,3,0,37991,0.016,0
980,7,3,36590,0.058,1
1017,2,0,39184,0.009,0
1018,0,0,38675,0.002,0
1018,1,0,38982,0.005,0
1016,5,0,38940,0.035,0
1016,4,0,38477,0.025,0
728,6,20,27169,0.033,0
1017,4,0,37991,0.025,0
981,0,3,36631,0.002,0
1017,3,0,39184,0.016,0
1018,1,0,38675,0.005,0
1018,2,0,38982,0.009,0
1016,6,0,38940,0.047,1
1016,5,0,38477,0.035,0
728,7,20,27169,0.043,0
1017,5,0,37991,0.035,0
981,1,3,36631,0.004,0
1017,4,0,39184,0.025,0
1018,2,0,38675,0.009,0
1018,3,0,38982,0.016,0
1017,0,0,38967,0.002,0
1016,6,0,38477,0.047,0
728,8,20,27169,0.054,1
1017,6,0,37991,0.047,0
981,2,3,36631,0.009,0
1017,5,0,39184,0.035,0
1018,3,0,38675,0.016,0
1018,4,0,38982,0.025,0
1017,1,0,38967,0.005,0
1016,7,0,38477,0.062,1
729,0,20,27184,0.001,0
1017,7,0,37991,0.062,1
981,3,3,36631,0.015,0
1017,6,0,39184,0.047,0
1018,4,0,38675,0.025,0
1018,5,0,38982,0.035,0
1017,2,0,38967,0.009,0
1017,0,0,38512,0.002,0
729,1,20,27184,0.003,0
1018,0,0,38005,0.002,0
981,4,3,36631,0.023,0
1017,7,0,39184,0.062,1
1018,5,0,38675,0.035,0
1018,6,0,38982,0.047,0
1017,3,0,38967,0.016,0
1017,1,0,38512,0.005,0
729,2,20,27184,0.006,0
1018,1,0,38005,0.005,0
981,5,3,36631,0.033,0
1018,0,0,39226,0.002,0
1018,6,0,38675,0.047,0
1018,7,0,38982,0.062,1
1017,4,0,38967,0.025,0
1017,2,0,38512,0.009,0
729,3,20,27184,0.011,0
1018,2,0,38005,0.009,0
981,6,3,36631,0.044,0
1018,1,0,39226,0.005,0
1018,7,0,38675,0.062,1
1019,0,0,39012,0.002,0
1017,5,0,38967,0.035,0
1017,3,0,38512,0.016,0
729,4,20,27184,0.017,0
1018,3,0,38005,0.016,0
981,7,3,36631,0.057,1
1018,2,0,39226,0.009,0
1019,0,0,38714,0.002,0
1019,1,0,39012,0.005,0
1017,6,0,38967,0.047,0
1017,4,0,38512,0.025,0
729,5,20,27184,0.024,0
1018,4,0,38005,0.025,0
982,0,3,36685,0.002,0
1018,3,0,39226,0.016,0
1019,1,0,38714,0.005,0
1019,2,0,39012,0.009,0
1017,7,0,38967,0.062,1
1017,5,0,38512,0.035,0
729,6,20,27184,0.033,0
1018,5,0,38005,0.035,0
982,1,3,36685,0.004,0
1018,4,0,39226,0.025,0
1019,2,0,38714,0.009,0
1019,3,0,39012,0.016,0
1018,0,0,39021,0.002,0
1017,6,0,38512,0.047,1
729,7,20,27184,0.043,0
1018,6,0,38005,0.047,0
982,2,3,36685,0.009,0
1018,5,0,39226,0.035,0
1019,3,0,38714,0.016,0
1019,4,0,39012,0.025,0
1018,1,0,39021,0.005,0
1018,0,0,38537,0.002,0
729,8,20,27184,0.054,1
1018,7,0,38005,0.062,1
982,3,3,36685,0.015,0
1018,6,0,39226,0.047,0
1019,4,0,38714,0.025,0
1019,5,0,39012,0.035,0
1018,2,0,39021,0.009,0
1018,1,0,38537,0.005,0
730,0,20,27224,0.001,0
1019,0,0,38032,0.002,0
982,4,3,36685,0.023,0
1018,7,0,39226,0.062,1
1019,5,0,38714,0.035,0
1019,6,0,39012,0.047,0
1018,3,0,39021,0.016,0
1018,2,0,38537,0.009,0
730,1,20,27224,0.003,0
1019,1,0,38032,0.005,0
982,5,3,36685,0.033,0
1019,0,0,39251,0.002,0
1019,6,0,38714,0.047,0
1019,7,0,39012,0.061,1
1018,4,0,39021,0.025,0
1018,3,0,38537,0.016,0
730,2,20,27224,0.006,0
1019,2,0,38032,0.009,0
982,6,3,36685,0.044,0
1019,1,0,39251,0.005,0
1019,7,0,38714,0.061,1
1020,0,0,39047,0.002,0
1018,5,0,39021,0.035,0
1018,4,0,38537,0.025,0
730,3,20,27224,0.011,0
1019,3,0,38032,0.016,0
982,7,3,36685,0.057,1
1019,2,0,39251,0.009,0
1020,0,0,38767,0.002,0
1020,1,0,39047,0.005,0
1018,6,0,39021,0.047,0
1018,5,0,38537,0.035,0
730,4,20,27224,0.017,0
1019,4,0,38032,0.025,0
983,0,3,36722,0.002,0
1019,3,0,39251,0.016,0
1020,1,0,38767,0.005,0
1020,2,0,39047,0.009,0
1018,7,0,39021,0.062,1
1018,6,0,38537,0.047,0
730,5,20,27224,0.024,0
1019,5,0,38032,0.035,0
983,1,3,36722,0.004,0
1019,4,0,39251,0.025,0
1020,2,0,38767,0.009,0
1020,3,0,39047,0.016,0
1019,0,0,39077,0.002,0
1018,7,0,38537,0.062,1
730,6,20,27224,0.033,0
1019,6,0,38032,0.047,1
983,2,3,36722,0.009,0
1019,5,0,39251,0.035,0
1020,3,0,38767,0.016,0
1020,4,0,39047,0.025,0
1019,1,0,39077,0.005,0
1019,0,0,38597,0.002,0
730,7,20,27224,0.043,0
1020,0,0,38057,0.002,0
983,3,3,36722,0.015,0
1019,6,0,39251,0.047,0
1020,4,0,38767,0.025,0
1020,5,0,39047,0.035,0
1019,2,0,39077,0.009,0
1019,1,0,38597,0.005,0
730,8,20,27224,0.054,1
1020,1,0,38057,0.005,0
983,4,3,36722,0.023,0
1019,7,0,39251,0.061,1
1020,5,0,38767,0.035,0
1020,6,0,39047,0.047,0
1019,3,0,39077,0.016,0
1019,2,0,38597,0.009,0
731,0,20,27251,0.001,0
1020,2,0,38057,0.009,0
983,5,3,36722,0.033,0
1020,0,0,39279,0.002,0
1020,6,0,38767,0.047,0
1020,7,0,39047,0.061,1
1019,4,0,39077,0.025,0
1019,3,0,38597,0.016,0
731,1,20,27251,0.003,0
1020,3,0,38057,0.016,0
983,6,3,36722,0.044,0
1020,1,0,39279,0.005,0
1020,7,0,38767,0.061,1
1021,0,0,39104,0.002,0
1019,5,0,39077,0.035,0
1019,4,0,38597,0.025,0
731,2,20,27251,0.006,0
1020,4,0,38057,0.025,0
983,7,3,36722,0.057,1
1020,2,0,39279,0.009,0
1021,0,0,38807,0.002,0
1021,1,0,39104,0.005,0
1019,6,0,39077,0.047,0
1019,5,0,38597,0.035,0
731,3,20,27251,0.011,0
1020,5,0,38057,0.035,0
984,0,3,36760,0.002,0
1020,3,0,39279,0.016,0
1021,1,0,38807,0.005,0
1021,2,0,39104,0.009,0
1019,7,0,39077,0.061,1
1019,6,0,38597,0.047,0
731,4,20,27251,0.017,0
1020,6,0,38057,0.047,0
984,1,3,36760,0.004,0
1020,4,0,39279,0.025,0
1021,2,0,38807,0.009,0
1021,3,0,39104,0.016,0
1020,0,0,39114,0.002,0
1019,7,0,38597,0.062,1
731,5,20,27251,0.024,0
1020,7,0,38057,0.061,1
984,2,3,36760,0.009,0
1020,5,0,39279,0.035,0
1021,3,0,38807,0.016,0
1021,4,0,39104,0.025,0
1020,1,0,39114,0.005,0
1020,0,0,38633,0.002,0
731,6,20,27251,0.033,0
1021,0,0,38104,0.002,0
984,3,3,36760,0.015,0
1020,6,0,39279,0.047,1
1021,4,0,38807,0.025,0
1021,5,0,39104,0.035,0
1020,2,0,39114,0.009,0
1020,1,0,38633,0.005,0
731,7,20,27251,0.043,0
1021,1,0,38104,0.005,0
984,4,3,36760,0.023,0
1021,0,0,39318,0.002,0
1021,5,0,38807,0.035,0
1021,6,0,39104,0.047,0
1020,3,0,39114,0.016,0
1020,2,0,38633,0.009,0
731,8,20,27251,0.054,1
1021,2,0,38104,0.009,0
984,5,3,36760,0.033,0
1021,1,0,39318,0.005,0
1021,6,0,38807,0.047,0
1021,7,0,39104,0.061,1
1020,4,0,39114,0.025,0
1020,3,0,38633,0.016,0
732,0,20,27319,0.001,0
1021,3,0,38104,0.016,0
984,6,3,36760,0.044,0
1021,2,0,39318,0.009,0
1021,7,0,38807,0.061,1
1022,0,0,39144,0.002,0
1020,5,0,39114,0.035,0
1020,4,0,38633,0.025,0
732,1,20,27319,0.003,0
1021,4,0,38104,0.025,0
984,7,3,36760,0.057,1
1021,3,0,39318,0.016,0
1022,0,0,38845,0.002,0
1022,1,0,39144,0.005,0
1020,6,0,39114,0.047,0
1020,5,0,38633,0.035,0
732,2,20,27319,0.006,0
1021,5,0,38104,0.035,0
985,0,3,36798,0.002,0
1021,4,0,39318,0.025,0
1022,1,0,38845,0.005,0
1022,2,0,39144,0.009,0
1020,7,0,39114,0.061,1
1020,6,0,38633,0.047,0
732,3,20,27319,0.011,0
1021,6,0,38104,0.047,0
985,1,3,36798,0.004,0
1021,5,0,39318,0.035,0
1022,2,0,38845,0.009,0
1022,3,0,39144,0.016,0
1021,0,0,39146,0.002,0
1020,7,0,38633,0.061,1
732,4,20,27319,0.017,0
1021,7,0,38104,0.061,1
985,2,3,36798,0.009,0
1021,6,0,39318,0.047,0
1022,3,0,38845,0.016,0
1022,4,0,39144,0.025,0
1021,1,0,39146,0.005,0
1021,0,0,38674,0.002,0
732,5,20,27319,0.024,0
1022,0,0,38132,0.002,0
985,3,3,36798,0.015,0
1021,7,0,39318,0.061,1
1022,4,0,38845,0.025,0
1022,5,0,39144,0.035,0
1021,2,0,39146,0.009,0
1021,1,0,38674,0.005,0
732,6,20,27319,0.033,0
1022,1,0,38132,0.005,0
985,4,3,36798,0.023,0
1022,0,0,39339,0.002,0
1022,5,0,38845,0.035,0
1022,6,0,39144,0.047,1
1021,3,0,39146,0.016,0
1021,2,0,38674,0.009,0
732,7,20,27319,0.043,0
1022,2,0,38132,0.009,0
985,5,3,36798,0.033,0
1022,1,0,39339,0.005,0
1022,6,0,38845,0.047,0
1023,0,0,39158,0.002,0
1021,4,0,39146,0.025,0
1021,3,0,38674,0.016,0
732,8,20,27319,0.054,1
1022,3,0,38132,0.016,0
985,6,3,36798,0.044,0
1022,2,0,39339,0.009,0
1022,7,0,38845,0.061,1
1023,1,0,39158,0.005,0
1021,5,0,39146,0.035,0
1021,4,0,38674,0.025,0
733,0,20,27343,0.001,0
1022,4,0,38132,0.025,0
985,7,3,36798,0.057,1
1022,3,0,39339,0.016,0
1023,0,0,38860,0.002,0
1023,2,0,39158,0.009,0
1021,6,0,39146,0.047,0
1021,5,0,38674,0.035,0
733,1,20,27343,0.003,0
1022,5,0,38132,0.035,0
986,0,3,36853,0.002,0
1022,4,0,39339,0.025,0
1023,1,0,38860,0.005,0
1023,3,0,39158,0.016,0
1021,7,0,39146,0.061,1
1021,6,0,38674,0.047,0
733,2,20,27343,0.006,0
1022,6,0,38132,0.047,0
986,1,3,36853,0.004,0
1022,5,0,39339,0.035,0
1023,2,0,38860,0.009,0
1023,4,0,39158,0.024,0
1022,0,0,39162,0.002,0
1021,7,0,38674,0.061,1
733,3,20,27343,0.011,0
1022,7,0,38132,0.061,1
986,2,3,36853,0.009,0
1022,6,0,39339,0.047,0
1023,3,0,38860,0.016,0
1023,5,0,39158,0.035,0
1022,1,0,39162,0.005,0
1022,0,0,38705,0.002,0
733,4,20,27343,0.017,0
1023,0,0,38155,0.002,0
986,3,3,36853,0.015,0
1022,7,0,39339,0.061,1
1023,4,0,38860,0.025,0
1023,6,0,39158,0.047,0
1022,2,0,39162,0.009,0
1022,1,0,38705,0.005,0
733,5,20,27343,0.024,0
1023,1,0,38155,0.005,0
986,4,3,36853,0.023,0
1023,0,0,39401,0.002,0
1023,5,0,38860,0.035,0
1023,7,0,39158,0.061,1
1022,3,0,39162,0.016,0
1022,2,0,38705,0.009,0
733,6,20,27343,0.033,0
1023,2,0,38155,0.009,0
986,5,3,36853,0.033,0
1023,1,0,39401,0.005,0
1023,6,0,38860,0.047,1
1024,0,0,39191,0.002,0
1022,4,0,39162,0.025,0
1022,3,0,38705,0.016,0
733,7,20,27343,0.043,0
1023,3,0,38155,0.016,0
986,6,3,36853,0.044,0
1023,2,0,39401,0.009,0
1024,0,0,38903,0.002,0
1024,1,0,39191,0.005,0
1022,5,0,39162,0.035,0
1022,4,0,38705,0.025,0
733,8,20,27343,0.054,1
1023,4,0,38155,0.025,0
986,7,3,36853,0.057,1
1023,3,0,39401,0.016,0
1024,1,0,38903,0.005,0
1024,2,0,39191,0.009,0
1022,6,0,39162,0.047,0
1022,5,0,38705,0.035,0
734,0,20,27381,0.001,0
1023,5,0,38155,0.035,0
987,0,3,36882,0.002,0
1023,4,0,39401,0.024,0
1024,2,0,38903,0.009,0
1024,3,0,39191,0.016,0
1022,7,0,39162,0.061,1
1022,6,0,38705,0.047,0
734,1,20,27381,0.003,0
1023,6,0,38155,0.047,0
987,1,3,36882,0.004,0
1023,5,0,39401,0.035,0
1024,3,0,38903,0.016,0
1024,4,0,39191,0.024,0
1023,0,0,39207,0.002,0
1022,7,0,38705,0.061,1
734,2,20,27381,0.006,0
1023,7,0,38155,0.061,1
987,2,3,36882,0.009,0
1023,6,0,39401,0.047,0
1024,4,0,38903,0.024,0
1024,5,0,39191,0.035,0
1023,1,0,39207,0.005,0
1023,0,0,38772,0.002,0
734,3,20,27381,0.011,0
1024,0,0,38215,0.002,0
987,3,3,36882,0.015,0
1023,7,0,39401,0.061,1
1024,5,0,38903,0.035,0
1024,6,0,39191,0.047,0
1023,2,0,39207,0.009,0
1023,1,0,38772,0.005,0
734,4,20,27381,0.017,0
1024,1,0,38215,0.005,0
987,4,3,36882,0.023,0
1024,0,0,39479,0.002,0
1024,6,0,38903,0.047,0
1024,7,0,39191,0.061,1
1023,3,0,39207,0.016,0
1023,2,0,38772,0.009,0
734,5,20,27381,0.024,0
1024,2,0,38215,0.009,0
987,5,3,36882,0.033,0
1024,1,0,39479,0.005,0
1024,7,0,38903,0.061,1
1025,0,0,39252,0.002,0
1023,4,0,39207,0.024,0
1023,3,0,38772,0.016,0
734,6,20,27381,0.033,0
1024,3,0,38215,0.016,0
987,6,3,36882,0.044,1
1024,2,0,39479,0.009,0
1025,0,0,38917,0.002,0
1025,1,0,39252,0.005,0
1023,5,0,39207,0.035,0
1023,4,0,38772,0.025,0
734,7,20,27381,0.043,0
1024,4,0,38215,0.024,0
988,0,3,36923,0.002,0
1024,3,0,39479,0.016,0
1025,1,0,38917,0.005,0
1025,2,0,39252,0.009,0
1023,6,0,39207,0.047,0
1023,5,0,38772,0.035,0
734,8,20,27381,0.054,1
1024,5,0,38215,0.035,0
988,1,3,36923,0.004,0
1024,4,0,39479,0.024,0
1025,2,0,38917,0.009,0
1025,3,0,39252,0.016,0
1023,7,0,39207,0.061,1
1023,6,0,38772,0.047,0
735,0,20,27424,0.001,0
1024,6,0,38215,0.047,0
988,2,3,36923,0.009,0
1024,5,0,39479,0.035,0
1025,3,0,38917,0.016,0
1025,4,0,39252,0.024,0
1024,0,0,39222,0.002,0
1023,7,0,38772,0.061,1
735,1,20,27424,0.003,0
1024,7,0,38215,0.061,1
988,3,3,36923,0.015,0
1024,6,0,39479,0.047,0
1025,4,0,38917,0.024,0
1025,5,0,39252,0.035,0
1024,1,0,39222,0.005,0
1024,0,0,38811,0.002,0
735,2,20,27424,0.006,0
1025,0,0,38222,0.002,0
988,4,3,36923,0.023,0
1024,7,0,39479,0.061,1
1025,5,0,38917,0.035,0
1025,6,0,39252,0.047,0
1024,2,0,39222,0.009,0
1024,1,0,38811,0.005,0
735,3,20,27424,0.011,0
1025,1,0,38222,0.005,0
988,5,3,36923,0.032,0
1025,0,0,39520,0.002,0
1025,6,0,38917,0.047,0
1025,7,0,39252,0.061,1
1024,3,0,39222,0.016,0
1024,2,0,38811,0.009,0
735,4,20,27424,0.017,0
1025,2,0,38222,0.009,0
988,6,3,36923,0.044,0
1025,1,0,39520,0.005,0
1025,7,0,38917,0.061,1
1026,0,0,39270,0.002,0
1024,4,0,39222,0.024,0
1024,3,0,38811,0.016,0
735,5,20,27424,0.024,0
1025,3,0,38222,0.016,0
988,7,3,36923,0.057,1
1025,2,0,39520,0.009,0
1026,0,0,38953,0.002,0
1026,1,0,39270,0.005,0
1024,5,0,39222,0.035,0
1024,4,0,38811,0.024,0
735,6,20,27424,0.033,0
1025,4,0,38222,0.024,0
989,0,3,36973,0.002,0
1025,3,0,39520,0.016,0
1026,1,0,38953,0.005,0
1026,2,0,39270,0.009,0
1024,6,0,39222,0.047,1
1024,5,0,38811,0.035,0
735,7,20,27424,0.043,0
1025,5,0,38222,0.035,0
989,1,3,36973,0.004,0
1025,4,0,39520,0.024,0
1026,2,0,38953,0.009,0
1026,3,0,39270,0.016,0
1025,0,0,39248,0.002,0
1024,6,0,38811,0.047,0
735,8,20,27424,0.054,1
1025,6,0,38222,0.047,0
989,2,3,36973,0.009,0
1025,5,0,39520,0.035,0
1026,3,0,38953,0.016,0
1026,4,0,39270,0.024,0
1025,1,0,39248,0.005,0
1024,7,0,38811,0.061,1
736,0,20,27485,0.001,0
1025,7,0,38222,0.061,1
989,3,3,36973,0.015,0
1025,6,0,39520,0.047,0
1026,4,0,38953,0.024,0
1026,5,0,39270,0.035,0
1025,2,0,39248,0.009,0
1025,0,0,38848,0.002,0
736,1,20,27485,0.003,0
1026,0,0,38284,0.002,0
989,4,3,36973,0.023,0
1025,7,0,39520,0.061,1
1026,5,0,38953,0.035,0
1026,6,0,39270,0.047,0
1025,3,0,39248,0.016,0
1025,1,0,38848,0.005,0
736,2,20,27485,0.006,0
1026,1,0,38284,0.005,0
989,5,3,36973,0.032,0
1026,0,0,39578,0.002,0
1026,6,0,38953,0.047,0
1026,7,0,39270,0.061,1
1025,4,0,39248,0.024,0
1025,2,0,38848,0.009,0
736,3,20,27485,0.011,0
1026,2,0,38284,0.009,0
989,6,3,36973,0.044,0
1026,1,0,39578,0.005,0
1026,7,0,38953,0.061,1
1027,0,0,39303,0.002,0
1025,5,0,39248,0.035,0
1025,3,0,38848,0.016,0
736,4,20,27485,0.017,0
1026,3,0,38284,0.016,0
989,7,3,36973,0.057,1
1026,2,0,39578,0.009,0
1027,0,0,38999,0.002,0
1027,1,0,39303,0.005,0
1025,6,0,39248,0.047,0
1025,4,0,38848,0.024,0
736,5,20,27485,0.024,0
1026,4,0,38284,0.024,0
990,0,3,36988,0.002,0
1026,3,0,39578,0.016,0
1027,1,0,38999,0.005,0
1027,2,0,39303,0.009,0
1025,7,0,39248,0.061,1
1025,5,0,38848,0.035,0
736,6,20,27485,0.033,0
1026,5,0,38284,0.035,0
990,1,3,36988,0.004,0
1026,4,0,39578,0.024,0
1027,2,0,38999,0.009,0
1027,3,0,39303,0.016,0
1026,0,0,39293,0.002,0
1025,6,0,38848,0.047,1
736,7,20,27485,0.043,0
1026,6,0,38284,0.047,0
990,2,3,36988,0.009,0
1026,5,0,39578,0.035,0
1027,3,0,38999,0.016,0
1027,4,0,39303,0.024,0
1026,1,0,39293,0.005,0
1026,0,0,38908,0.002,0
736,8,20,27485,0.054,1
1026,7,0,38284,0.061,1
990,3,3,36988,0.015,0
1026,6,0,39578,0.047,0
1027,4,0,38999,0.024,0
1027,5,0,39303,0.035,0
1026,2,0,39293,0.009,0
1026,1,0,38908,0.005,0
737,0,20,27527,0.001,0
1027,0,0,38309,0.002,0
990,4,3,36988,0.023,0
1026,7,0,39578,0.061,1
1027,5,0,38999,0.035,0
1027,6,0,39303,0.047,0
1026,3,0,39293,0.016,0
1026,2,0,38908,0.009,0
737,1,20,27527,0.003,0
1027,1,0,38309,0.005,0
990,5,3,36988,0.032,0
1027,0,0,39601,0.002,0
1027,6,0,38999,0.047,0
1027,7,0,39303,0.061,1
1026,4,0,39293,0.024,0
1026,3,0,38908,0.016,0
737,2,20,27527,0.006,0
1027,2,0,38309,0.009,0
990,6,3,36988,0.044,0
1027,1,0,39601,0.005,0
1027,7,0,38999,0.061,1
1028,0,0,39338,0.002,0
1026,5,0,39293,0.035,0
1026,4,0,38908,0.024,0
737,3,20,27527,0.011,0
1027,3,0,38309,0.016,0
990,7,3,36988,0.057,1
1027,2,0,39601,0.009,0
1028,0,0,39013,0.002,0
1028,1,0,39338,0.005,0
1026,6,0,39293,0.047,0
1026,5,0,38908,0.035,0
737,4,20,27527,0.017,0
1027,4,0,38309,0.024,0
991,0,3,37003,0.002,0
1027,3,0,39601,0.016,0
1028,1,0,39013,0.005,0
1028,2,0,39338,0.009,0
1026,7,0,39293,0.061,1
1026,6,0,38908,0.047,0
737,5,20,27527,0.024,0
1027,5,0,38309,0.035,0
991,1,3,37003,0.004,0
1027,4,0,39601,0.024,0
1028,2,0,39013,0.009,0
1028,3,0,39338,0.016,0
1027,0,0,39334,0.002,0
1026,7,0,38908,0.061,1
737,6,20,27527,0.033,0
1027,6,0,38309,0.047,1
991,2,3,37003,0.009,0
1027,5,0,39601,0.035,0
1028,3,0,39013,0.016,0
1028,4,0,39338,0.024,0
1027,1,0,39334,0.005,0
1027,0,0,38933,0.002,0
737,7,20,27527,0.043,0
1028,0,0,38367,0.002,0
991,3,3,37003,0.015,0
1027,6,0,39601,0.047,0
1028,4,0,39013,0.024,0
1028,5,0,39338,0.035,0
1027,2,0,39334,0.009,0
1027,1,0,38933,0.005,0
737,8,20,27527,0.054,1
1028,1,0,38367,0.005,0
991,4,3,37003,0.023,0
1027,7,0,39601,0.061,1
1028,5,0,39013,0.035,0
1028,6,0,39338,0.047,0
1027,3,0,39334,0.016,0
1027,2,0,38933,0.009,0
738,0,20,27544,0.001,0
1028,2,0,38367,0.009,0
991,5,3,37003,0.032,0
1028,0,0,39653,0.002,0
1028,6,0,39013,0.047,0
1028,7,0,39338,0.061,1
1027,4,0,39334,0.024,0
1027,3,0,38933,0.016,0
738,1,20,27544,0.003,0
1028,3,0,38367,0.016,0
991,6,3,37003,0.044,0
1028,1,0,39653,0.005,0
1028,7,0,39013,0.061,1
1029,0,0,39374,0.002,0
1027,5,0,39334,0.035,0
1027,4,0,38933,0.024,0
738,2,20,27544,0.006,0
1028,4,0,38367,0.024,0
991,7,3,37003,0.057,1
1028,2,0,39653,0.009,0
1029,0,0,39037,0.002,0
1029,1,0,39374,0.005,0
1027,6,0,39334,0.047,0
1027,5,0,38933,0.035,0
738,3,20,27544,0.011,0
1028,5,0,38367,0.035,0
